Name,Type,Category,Power,Acc.,PP,Heal,Times Hit,First,Crit,Insta,Dodge,Flinch,Charge
Icicle Crash,Ice,Physical,0.85,90,10,0,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Icicle Spear,Ice,Physical,0.25,100,30,0,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Icy Wind,Ice,Special,0.55,95,15,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Incinerate,Fire,Special,0.6,100,15,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Infernal Parade,Ghost,Special,0.6,100,15,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Inferno,Fire,Special,1,50,5,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Infestation,Bug,Special,0.2,100,20,0,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Iron Head,Steel,Physical,0.8,100,15,0,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Iron Tail,steel,Physical,1,75,15,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Jaw Lock,Dark,Physical,0.8,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Jet Punch,Water,Physical,0.6,100,15,0,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Judgement,Normal,Special,1,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Jump Kick,Fighting,Physical,1,95,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Karate Chop,Fighting,Physical,0.5,100,25,0,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Knock Off,Dark,Physical,0.65,100,20,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Kowtow Cleave,Dark,Physical,0.85,100,10,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Land's Wrath,Ground,Physical,0.9,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Lash Out,Dark,Physical,0.75,100,5,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Last Respects,Ghost,Physical,0.5,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Lava Plume,Fire,Special,0.8,100,15,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Leaf Blade,Grass,Physical,90,100,15,0,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Leaf Storm,Grass,Special,1.3,90,5,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Leaf Tornado,Grass,Special,0.65,90,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Leafage,Grass,Physical,0.4,100,40,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Leech Life,Bug,Physical,0.8,100,10,0.5,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Lick,Ghost,Physical,0.3,100,30,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Light of Ruin,Fairy,Special,1.4,90,5,-0.1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Liquidation,Water,Physical,0.85,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Low Kick,Fighting,Physical,0.7,100,20,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Low Sweep,Fighting,Physical,0.65,100,20,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Lumina Crash,Psychic,Special,0.8,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Lunge,Bug,Physical,0.8,100,15,0,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Luster Purge,Psychic,Special,0.7,100,5,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Mach Punch,Fighting,Physical,0.4,100,30,0,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Magical Leaf,Grass,Special,0.6,100,20,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Magical Torque,Fairy,Physical,1,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Magma Storm,Fire,Special,0.6,75,5,0,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Magnet Bomb,Steel,Physical,0.6,100,20,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Magnitude 7,Ground,Physical,0.7,100,30,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Make it Rain,Steel,Special,1.2,100,5,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Maligant Chain,Poison,Special,1,100,5,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Mega Drain,Grass,Special,0.4,100,15,0.5,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Mega Kick,Normal,Physical,1.2,75,5,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Mega Punch,Normal,Physical,0.8,85,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Megahorn,Bug,Physical,1.2,85,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Metal Burst,Steel,Physical,1.2,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Metal Claw,Steel,Steel,0.5,95,35,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Meteor Assault,Fighting,Physical,1.5,100,5,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
Meteor Beam,Rock,Special,1.2,90,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
Meteor Mash,Steel,Physical,0.9,90,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Might Cleave,Rock,Physical,0.95,100,5,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Mind Blown,Fire,Special,1.5,100,5,-0.1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Mirror Shot,Steel,Special,0.65,85,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Mist Ball,Psychic,Special,0.7,100,5,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Misty Explosion,Fairy,Special,1,100,5,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Moonblast,Fairy,Special,0.95,100,15,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Moongeist Beam,Ghost,Special,1,100,5,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Mortal Spin,Poison,Physical,0.3,100,15,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Mountain Gale,Ice,Physical,1,85,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Mud Bomb,Ground,Special,0.65,85,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Mud Shot,Ground,Special,0.55,95,15,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Mud Slap,Ground,Special,0.2,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Muddy Water,Water,Special,0.9,85,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Multi Attack,Normal,Physical,1.2,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Mystical Fire,Fire,Special,0.75,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Mystical Power,Psychic,Special,0.7,90,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Needle Arm,Grass,Physical,0.6,100,15,0,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Night Daze,Dark,Special,0.85,95,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Night Shade,Ghost,Special,1,100,15,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Night Slash,Dark,Physical,0.7,100,15,0,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Noxious Torque,Poison,Physical,1,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Nuzzle,Electric,Physical,0.2,100,20,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Oblivion Wing ,Flying,Special,0.8,100,10,0.5,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Octazooka,Water,Special,0.65,85,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Ominous Wind,Ghost,Special,0.6,100,5,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Order Up,Dragon,Physical,0.8,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Origin Pulse,Water,Special,1.1,85,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Outrage,Dragon,Physical,1.2,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Overdrive,Electric,Special,0.8,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Overheat,Fire,Special,1.3,90,5,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Parabolic Charge,Electric,Special,0.65,100,20,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Pay Day,Normal,Physical,0.4,100,20,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Petal Blizzard,Grass,Physical,0.9,100,15,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Petal Dance ,Grass,Special,1.2,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Phantom Force,Ghost,Physical,0.9,100,10,0,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Photon Geyser,Psychic,Special,1,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Pika Papow,Electric,Special,1,100,20,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Pin Missle,Bug,Physical,0.25,95,20,0,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Plasma Fists,Electric,Physical,1,100,15,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Play Rough,Fairy,Physical,0.9,90,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Pluck,Flying,Physical,0.6,100,20,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Poison Fang,Poison,Physical,0.5,100,15,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Poison Jab,Poison,Physical,0.8,100,20,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Poison Sting,Poison,Physical,0.15,100,35,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Poison Tail,Poison,Physical,0.5,100,25,0,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Pollen Puff,Bug,Special,0.9,100,15,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Poltergeist,Ghost,Physical,1.1,90,5,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Population Bomb,Normal,Physical,0.2,90,10,0,10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Pounce,Bug,Physical,0.5,100,20,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Powder Snow,Ice,Special,0.4,100,25,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Power Gem,Rock,Special,0.8,100,20,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Power Trip,Dark,Physical,0.2,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Power Whip,Grass,Physical,1.2,85,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Power Up Punch,Fighting,Physical,0.4,100,20,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Precipice Blades,Ground,Physical,1.2,85,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Prismatic Laser,Psychic,Special,1.6,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
Psybeam,Psychic,Special,0.65,100,20,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Psyblade,Psychic,Physical,0.8,100,15,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Psychic,Psychic,Special,0.9,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Psychic Fangs,Psychic,Physical,0.85,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Psychic Noise,Psychic,Special,0.75,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Psycho Boost,Psychic,Special,1.4,90,5,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Psycho Cut,Psychic,Physical,0.7,100,20,0,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Psyshield Bash,Psychic,Physical,0.7,90,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Psyshock,Psychic,Special,0.8,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Psystrike,Pyschic,Special,1,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Psywave,Pyschic,Special,1.5,100,15,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Punishment,Dark,Physical,0.7,100,5,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Pursuit,Dark,Physical,0.4,100,20,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Pyro Ball,Fire,Physical,1.2,90,5,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Quick Attack,Normal,Physical,0.4,100,30,0,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Rage,Normal,Physical,0.2,100,20,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Rage First,Ghost,Physical,0.5,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Raging Bull,Normal,Physical,0.9,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Raging Fury,Fire,Physical,1.2,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Rapid Spin,Normal,Physical,0.5,100,40,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Razor Leaf,Grass,Physical,0.55,95,25,0,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Razor Shell,Water,Physical,0.75,95,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Razor Wind,Normal,Special,0.8,100,10,0,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
Relic Song,Normal,Special,0.75,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Retaliate,Normal,Physical,0.7,100,5,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Revelation Dance,Noraml,Special,0.9,100,15,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Revenge,Fighting,Physical,0.6,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Reversal,Fighting,Physical,0.7,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Rising Voltage,Electric,Special,0.7,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Roar of Time,Dragon,Special,1.5,90,5,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
Rock Blast,Rock,Physical,0.25,90,10,0,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Rock Climb,Normal,Physical,0.9,85,20,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Rock Slide,Rock,Physical,0.75,90,10,0,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Rock Smash,Fighting,Physical,0.4,100,15,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Rock Throw,Rock,Physical,0.5,90,15,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Rock Tomb,Rock,Physical,0.6,95,15,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Rock Wrecker,Rock,Physical,1.5,90,5,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
Rolling Kick,Fighting,Physical,0.6,85,15,0,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Rollout,Rock,Physical,0.5,90,20,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Round,Normal,Special,0.6,100,15,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Ruination,Dark,Special,0.7,90,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Sacred Fire,Fire,Physical,1,95,5,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Sacred Sword,Fighting,Physical,0.9,100,15,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Salt Cure,Rock,Physical,0.4,100,15,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Sand Tomb,Ground,Physical,0.35,85,15,0,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Sandsear Storm,Ground,Special,1,80,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Sappy Seed,Grass,Physical,0.9,100,15,0.4,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Scald,Water,Special,0.8,100,15,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Scale Shot,Dragon,Physical,0.3,90,10,0,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Scorching Sands,Ground,Special,0.7,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Scratch,Normal,Physical,0.4,100,35,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Searing Shot,Fire,Special,1,100,5,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Secret Power,Normal,Physical,0.7,100,20,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Secret Sword,Fighting,Special,85,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Seed Bomb,Grass,Physical,0.8,100,15,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Seed Flare,Grass,Special,1.2,85,5,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Seismic Toss,Fighting,Physical,0.95,100,20,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Self Destruct,Normal,Physical,2,100,5,-999999,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Shadow Ball,Ghost,Special,0.8,100,15,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Shadow Bone,Ghost,Physical,0.85,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Shadow Claw,Ghost,Physical,0.7,100,15,0,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Shadow Force,Ghost,Physical,1.2,100,5,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
Shadow Punch,Ghost,Physical,0.6,100,20,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Shadow Sneak,Ghost,Physical,0.4,100,30,0,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Sheer Cold,Ice,Special,1,30,5,0,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Shell Side Arm,Poison,Special,0.9,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Shell Trap,Fire,Special,1.5,100,5,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Shock Wave,Electric,Special,0.6,100,20,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Signal Beam,Bug,Special,0.75,100,15,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Silver Wind,Bug,Special,0.6,100,5,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Sizzly Slide,Fire,Physical,0.9,100,15,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Skitter Smack,Bug,Physical,0.7,90,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Skull Bash,Normal,Physical,1.3,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
Sky Attack ,Flying,Physical,1.4,90,5,0,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
Sky Drop,Flying,Physical,0.75,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
Sky Uppercut,Fighting,Physical,0.85,90,15,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Slam,Normal,Physical,0.8,75,15,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Slash,Normal,Physical,0.7,100,20,0,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Sludge,Poison,Special,0.65,100,20,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Sludge Bomb,Poison,Special,0.9,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Sludge Wave,Poison,Special,0.95,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Smack Down,Rock,Physical,0.5,100,15,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Smart Strike,Steel,Physical,0.7,100,10,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Smelling Salts,Normal,Physical,0.7,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Smog,Poison,Special,0.3,70,20,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Snap Trap,Grass,Physical,0.35,100,15,0,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Snarl,Dark,Special,0.55,95,15,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Snipe Shot,Water,Special,0.8,100,15,0,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Solar Beam,Grass,Special,1.2,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
Solar Blade,Grass,Physical,1.25,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
Sonic Boom,Normal,Special,0.4,90,20,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Spacial Rend,Dragon,Special,1,95,5,0,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Spark,Electric,Physical,0.65,100,20,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Sparkling Aria,Water,Special,0.9,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Sparkly Swirl,Fairy,Special,0.9,100,15,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Spectral Theif,Ghost,Physical,0.9,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Spike Cannon,Normal,Physical,0.2,100,15,0,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Spin Out,Steel,Physical,1,100,5,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Spirit Break,Fairy,Physical,0.75,100,15,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Spirit Shackle,Ghost,Physical,0.8,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Splishy Splash,Water,Special,0.9,100,15,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Springtide Storm,Fairy,Special,1,80,5,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Steam Eruption,Water,Special,1.1,95,5,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Steamroller,Bug,Physical,0.65,100,20,0,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Steel Beam,Steel,Spcial,1.4,95,5,-0.5,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Steel Roller,Steel,Physical,1.1,100,5,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Steel Wing,Steel,Physial,0.7,90,25,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Stomp,Normal,Physical,0.65,100,20,0,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Stomping Tantrum,Ground,Physical,0.75,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Stone Axe,Rock,Physical,0.65,90,15,0,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Stone Edge,Rock,Physical,1,90,5,0,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Stored Power,Psychic,Special,0.2,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Storm Throw,Fighting,Physical,0.6,100,10,0,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Strange Steam,Fairy,Special,0.9,95,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Strength,Normal,Physical,0.8,100,15,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Struggle Bug,Bug,Special,0.5,100,20,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Submission,Fighting,Physical,0.8,80,20,-0.3,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Sucker Punch,Dark,Physical,0.7,100,5,0,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Sunsteel Strike,Steel,Physical,1,100,5,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Super Fang,Normal,Physical,1.5,0.9,5,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Supercell Slam,Electric,Physical,1,0.95,15,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Superpower,Fighting,Physical,1.2,100,5,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Surf,Water,Special,0.9,100,15,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Surging Strikes,Water,Physical,0.3,100,5,0,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Swift,Normal,Special,0.6,100,20,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Synchroniose,Psychic,Special,1.2,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Tachyon Cutter,Steel,Special,0.5,100,10,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tackle,Normal,Physical,0.4,100,35,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Tail Slap,Normal,Physical,0.25,85,10,0,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Take Down,Normal,Physical,0.9,85,20,-0.1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Techno Blast,Normal,Special,1.2,100,5,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Temper Flare,Fire,Physical,0.75,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Tera Blast,Normal,Special,0.8,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Tera Starstorm,Normal,Special,1.2,100,5,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Terrain Pulse,Normal,Special,0.5,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Thief,Dark,Physical,0.6,100,25,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Thousand Arrows,Ground,Physical,0.9,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Thousand Waves,Ground,Physical,0.9,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Thrash,Normal,Physical,1.1,100,10,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
